おどろきとまどう,Shock and Confusion
お祝いシャワー緑,Celebration (Green)
お祝いシャワー白,Celebration (White)
よろず屋ピッペル,General Shop Pippel
よみがえる不死鳥,Resurrected Phoenix
しぐさ書・天灯赤,Emote "Red Lantern"
よろず屋ルキーノ,General Shop Lukino
よろず屋カトラズ,General Shop Katraz
よろず屋プロシオ,General Shop Proshi
よろず屋リーベン,General Shop Leven
ぬいぐるみ竜族男,Dragon Plushie (M)
ぬいぐるみ竜族女,Dragon Plushie (F)
ぐるぐるネジまき,Spiral Winding Key
れんごくまちょう,Bird of Terrordise
よろいのきし・凶,Knight Destructant
みのしまったタイ,Snappy Snapper
うろこのよろい下,Scale Armor Bottom
はがねのよろい下,Steel Armor Bottom
まほうのよろい下,Magic Armor Bottom
しぐさ書・決め右,Emote "Pose Right"
しぐさ書・決め前,Emote "Pose Front"
しぐさ書・スイカ,Emote "Watermelon"
よろこびの玉手箱,Joyful Jewelry Box
しっかりせんべい,Firm Rice Cracker
しぐさ書・かき氷,Emote "Shaved Ice"
ふわふわエンゼル,Fluffy Angel Slime
ゆうたのリュック,Good Night Backpack
あやしいバスタブ,Suspicious Bathtub
ごうかな玉座・緑,Green Fancy Throne
あざやかな笹飾り,Vivid Bamboo Decor
ふわふわ雲のイス,Fluffy Cloud Chair
みかがみの盾の本,Silver Shield Book
りんねの大盾の書,Big Brain Drainer Book
むげんの弓の物語,Purblind Bow Story
あおりんごダリア,Light Green Dahlia
お化け提灯の鳥居,Ghost Lantern Arch
あるある川柳・金,Haiku Gold
こんらんのダンス,Dance of Confusion
お祝いシャワー青,Celebration (Blue)
きのこ村のぼうし,Shroom Village Hat
ほのおのよろい下,Flame Armor Bottom
おうち用星空天井,Starry Sky Ceiling
よろず屋スワーニ,General Shop Swani
よろず屋ヤップイ,General Shop Yapui
よろず屋ポナック,General Shop Ponak
よろず屋リューロ,General Shop Ryuro
めいふのばんにん,Hellbound Heretic
ほしくずのピアス,Stardust Earrings
しんりのローブ上,Faithful Robe Top
かたりべのぼうし,Storyteller's Hat
くさりかたびら下,Chain Mail Bottom
さとりのグローブ,Gloves of Clarity
しぐさ書・決め左,Emote "Pose Left"
しぐさ書・決め後,Emote "Pose Rear"
きせきのプチ香水,Miracle Perfume S
しぐさ書・盆踊り,Emote "Bon Dance"
しぐさ書・つまむ,Emote "Picked Up"
きようさにくまん,Deft Meat Buns
いやしのムニエル,Mending Meuniere
しぐさ書・身支度,Emote "Get Ready"
しぐさ書・お祝い,Emote "Celebrate"
つままれスラベス,Pinched She-Slime
お祭りのはちまき,Festival Headband
ごうかなイス・緑,Green Fancy Chair
うごく箱舟号・雪,Moving Ark (Snow)
お姫様ベッド・桃,Pink Princess Bed
お茶屋のパラソル,Teahouse Umbrella
おむつっこりの像,Bushy Baby Statue
みやびな飾り扇子,Elegant Decor Fan
ごくじょうソルト,Salt of the Earth
はやぶさの剣の書,Falcon Blade Book
せいれいの杖の書,Spirit Staff Book
わかめ王子ぐるみ,King Kelp Plushie
しぐさ書・お弁当,Emote "Lunch Box"
しぐさ書・かかし,Emote "Scarecrow"
ひかりのグローブ,Shimmering Gloves
ふかみどりダリア,Dark Green Dahlia
あくまのツボ呪文,Demon Pot Spell
ほくほく肉じゃが,Meat & Potatoes
やさしさのクスリ,Kindness Medicine
どうぐ使いの時代,Item Master's Era
ある魔術師の悔恨,Magician's Regret
なつきやすくなる,Happiness Boost
つやめく毛髪の束,Glossy Hair Bunch
お祝いシャワー赤,Celebration (Red)
ふしぎなボレロ下,Glombolero Bottom
ふしぎなグローブ,Mysterious Gloves
あしあとカプセル,Footprint Toy
ろくしょうダリア,Green Rust Dahlia
きぞくねずダリア,Noble Gray Dahlia
よろず屋ガーディ,General Shop Gadi
はじめてのルーペ,Beginner's Loupe
みずたまドラゴン,Polka Dot Dragon
めんこ屋チャガン,Pogs Shop Chagan
らくらくジョウロ,E-Z Watering Can
けさぎりクローク,Spirit Swordsman
ふるぼけたタライ,Underpants Dance
うつしよの境界地,World's Boundary
きめんどうしの杖,Lump Shaman Cane
ひらめきのゆびわ,Sorcerer's Stone
おしゃれなベルト,Bling-Bling Belt
やいばのよろい上,Spiked Armor Top
さとりのかんむり,Crown of Clarity
ぬすっとのうでわ,Robber's Bangles
だいまどうのくつ,Great Mage Shoes
お祝いクラッカー,Celebration Popper
ねこまどう便せん,Meowgician Paper
ごうけつの便せん,Great Hero Paper
おみくじボックス,Fortune Box
ふしぎなイレモン,Mysterious Lemon
しぐさ書・チョキ,Emote "Scissors"
たけやりへいの書,Bambooligan Book
お詫びの笹だんご,Bamboo Dumplings
しぐさ書・大テレ,Emote "Very Shy"
ふわふわクマノミ,Fluffy Clownfish
いくさ化粧シール,Warpaint Sticker
あやしいチェスト,Suspicious Chest
ごうかな玉座・赤,Red Fancy Throne
おもちゃの木・雪,Toy Trees (Snow)
おもちゃの岩・雪,Toy Rocks (Snow)
ふわふわ雲のラグ,Fluffy Cloud Rug
しゃっきりレタス,Luscious Lettuce
ぎんのルアーの本,Silver Lure Book
おたからの花びら,Iridescent Petal
はがねの防具図鑑,Steel Armor Book
いねかりぞくの像,Harvester Statue
しぐさ書・きのこ,Emote "Mushroom"
とんぼ玉プリズム,Glass Bead Prism
うすざくらダリア,Pale Pink Dahlia
そのために生きた,I Lived for That
もうひとつの楽園,Another Paradise
えにし紡いで……,Spinning Fate...
ふういんのダンス,Dance of Sealing
ぬいぐるみ屋ウー,Plushie Shop Woo
おうち用青空天井,Blue Sky Ceiling
ふわふわホミ４世,Fluffy Healix IV
ふくめんうさぎ１,Masked Rabbit 1
ふくめんうさぎ２,Masked Rabbit 2
ふくめんうさぎ３,Masked Rabbit 3
ごうかなイス・赤,Red Fancy Chair
ごきげんプクリポ,Cheery Pukulipo
まじゅうのうぶ毛,Magic Beast Fur
おうごんのうでわ,Golden Bracelet
なけなしのおかね,Bag with Little Money
ぷるぷるスラピー,Wobbling Slurpy
ろうごくドーター,Prison Daughter
のっかりゼラチン,Boingin' Knight
おっかけパンサー,Chasing Panther
のどかな農村地区,Idyllic Village
ほっとするかばん,Comforting Bag
うろこのよろい上,Scale Armor Top
はがねのよろい上,Steel Armor Top
まほうのよろい上,Magic Armor Top
はやてのバンダナ,Agility Bandana
ぷちスラキャップ,Small Slime Cap
くろがねのブーツ,Darksteel Boots
しぐさ書・大泣き,Emote "Weeping"
ようせいのおでん,Fairy Hot Stick
かいしんバーガー,Critical Burger
しぐさ書・ねる２,Emote "Sleep 2"
しぐさ書・ねる３,Emote "Sleep 3"
ふわふわタツノコ,Fluffy Seahorse
みつあみエクステ,Braid Extension
あやしいオーブン,Suspicious Oven
お菓子の間仕切り,Sweet Partition
ごうかなツボ・緑,Green Fancy Pot
おもちゃの池・雪,Toy Pond (Snow)
じんめんじゅの像,Treeface Statue
おもちゃの丸い家,Toy Round House
りぷとん画伯の絵,Ripton Painting
ある船乗りの手記,Sailor's Memoir
さいほうサンダル,Sewer's Sandals
ひまわりプリズム,Sunflower Prism
お菓子の家セット,Candy House Set
ふわふわクリオネ,Fluffy Sea Slug
ほっとヘッドホン,Soft Headphones
おおきなリボン黄,Yellow Ribbon L
ももんじゃブーツ,Platypunk Boots
お寿司スライム帽,Sushi Slime Hat
おおぞらの便せん,Clear Sky Paper
ふわふわキンギョ,Fluffy Goldfish
うごめくモノたち,Wiggling Things
ひと筆のこだわり,A Single Stroke
もうどくブルース,Poisonous Blues
うさぎの和タンス,Rabbit Wardrobe
ほのおのよろい上,Flame Armor Top
しびれくらげ先生,Sir Man o' War
ぬすっとウサギ？,Robber Rabbit?
はにわにんぎょう,Clay Mannequin
どん欲のグリーニ,Greedy Greenie
くさりのはちがね,Chain Headgear
ちいさな時の球根,Tiny Time Bulb
じごくのたまねぎ,Brimstone Bulb
きりこみプレート,Aquatic Armour
どくろあらい・強,Vicious Haardvark
ほしくずのつるぎ,Stardust Sword
くさりかたびら上,Chain Mail Top
かいぞくＴシャツ,Pirate T-Shirt
やいばのはちがね,Spiked Circlet
とこなつバングル,Summer Bangles
はやてのグローブ,Agility Gloves
あらくれバングル,Thug's Bangles
がうがうグローブ,Bow-Wow Gloves
やいばのグリーブ,Spiked Greaves
やりなおしの宝珠,Regretta Stone
しぐさ書・苦笑い,Emote "Bitter"
しぐさ書・バトル,Emote "Battle"
おめかしカラー券,Recolor Ticket
しぐさ書・土下座,Emote "Grovel"
もこふわパジャマ,Fluffy Pyjamas
ふわふわペコリア,Fluffy Pekoria
まっちゃガーベラ,Matcha Gerbera
よごれたほうたい,Grubby Bandage
おしえてデーモン,Tell Me, Demon
わだつみのしずく,Abyss Droplets
ばしょうせんの本,Frond Fan Book
ほうおうの巻き物,Phoenix Scroll
くじゃくの巻き物,Peacock Scroll
へびのおうぎの本,Cobra Fan Book
かぜきりの弓の書,Blowy Bow Book
もこもこセーター,Fluffy Sweater
いっぱつのよろい,One Shot Armor
いっぱつのズボン,One Shot Pants
いっぱつのつるぎ,One Shot Sword
おおきなリボン白,White Ribbon L
ももんじゃフード,Platypunk Hood
ももんじゃケープ,Platypunk Cape
ふわふわサンダル,Fluffy Sandals
しぐさ書・自撮り,Emote "Selfie"
はじめてのドレス,My First Dress
からあげパクパク,Eat Deep-Fried
ふしぎなボレロ上,Glombolero Top
しっこくのマント,Macabre Mantle
かんおけカプセル,Coffin Toy
かばうの性能変化,Chopping Block
いたずらバーティ,Buttre the Bad
さびたペンダント,Rusty Pendant
おおみみずの化石,Wiggly Fossil
いにしえのパーツ,Ancient Parts
ふっくらにんにく,Plump Garlic
ふくびき魔法ビン,Lottery Flask
じょうりゅうせき,Distillastone
ふかふかなキノコ,Soft Mushroom
おばけヒトデ・強,Vicious Scarfish
じんめんじゅ・強,Vicious Treeface
やるきのバーティ,Burly Buttre
ぬかどこスライム,Mouldy Slime
じごくのおくり火,Lava Lampling
じげんばくだん岩,Timebomb Rock
ならず者のねぐら,Rogue's Roost
こぞうバックラー,Leery Buckler
こがらしのダガー,Pruning Knife
まじんのかなづち,Hela's Hammer
くさりのあみごて,Chain Bracers
はがねのグリーブ,Steel Greaves
まほうのグリーブ,Magic Greaves
しぐさ書・指さす,Emote "Point"
しぐさ書・高笑い,Emote "Laugh"
しぐさ書・ピース,Emote "Peace"
しぐさ書・ガード,Emote "Guard"
しぐさ書・キラ星,Emote "Stars"
おてんば姫のふく,Alena's Dress
ふわふわホイミン,Fluffy Healie
ふわふわドラキー,Fluffy Dracky
ほっとイヤーマフ,Soft Earmuffs
お菓子のキッチン,Sweet Kitchen
お菓子のバスタブ,Sweet Bathtub
ごうかなツボ・赤,Red Fancy Pot
ししおどしセット,Scaredeer Set
ときのすいしょう,Chronocrystal
にわとりプリズム,Chicken Prism
すごろく魔法使い,Sugoroku Mage
お正月の便利な壁,New Year Wall
しにがみのずきん,Reaper's Hood
ふわふわネルゲル,Fluffy Nergel
あるへいしちょう,soldier to be
たったひとつの絆,Only One Bond
たたかいのビート,Rhythm 'n' Bruise
しびれ弾ショット,Shocking Shot
しっこくのブーツ,Macabre Boots
ほのおのグリーブ,Flame Greaves
たいやきプリズム,Taiyaki Prism
わかめ由来石けん,Seaweed Soap
とびきりスパイス,Superb Spice
おばけキャンドル,Wax Murderer
ひとくいサーベル,Erazor Blade
やみのしょくだい,Sconstrosity
からくりランサー,Bamboolancer
せいどうのつるぎ,Bronze Sword
はがねのかなづち,Steel Hammer
ましょうのおうぎ,Devilish Fan
ひっさつのおうぎ,Critical Fan
てくてくスライム,Slime Knight
まどうしのぼうし,Wizard's Hat
ごきげんなぼうし,Happy Hat
とこなつハッピ下,Summer Skirt
せいどうのブーツ,Bronze Boots
とこなつシューズ,Summer Shoes
しぐさ書・まわる,Emote "Spin"
しぐさ書・ナイス,Emote "Nice"
しぐさ書・ビート,Emote "Beat"
みかわしオムレツ,Evasion Omelet
しぐさ書・ネオン,Emote "Neon"
ほうき星の贈り物,Comet's Gift
しぐさ書・ケーキ,Emote "Cake"
しぐさ書・Ｖロン,Emote "Vron"
しぐさ書・のぞく,Emote "Peek"
こあくまの弓の本,Imp Bow Book
かんおけプリズム,Coffin Prism
あったかセラフィ,Warm Seraphi
ふとっちょキノコ,Fat Mushroom
ごちそうターキー,Feast Turkey
もこもこスカート,Fluffy Skirt
いっぱつのぼうし,One Shot Hat
しろはなだダリア,White Dahlia
おおきなリボン赤,Red Ribbon L
さいほう職人の魂,Sewer's Soul
つっこみレーサー,Thrust Racer
しぐさ書・あわわ,Emote "Gasp"
さみだれ突き・零,Multithrust+
ぐんたいガニ・強,Vicious Crabid
おおくちばし・強,Vicious Beakon
じごくのもんばん,Grim Keeper
ぎょうじゃのこん,Ascetic Rod
くじゃくのおうぎ,Peacock Fan
ほうおうのおうぎ,Phoenix Fan
ひつじのころも上,Sheep Shirt
せいどうのかぶと,Bronze Helm
みかわしのぼうし,Evasion Cap
がうがうキャップ,Bow-Wow Cap
ひつじのころも下,Sheep Skirt
ひつじのてぶくろ,Sheep Mitts
くさりのあみぐつ,Chain Boots
まほうのせいすい,Magic Water
しぐさ書・うちわ,Emote "Fan"
ようせいのラムネ,Fairy Drink
ときめく砂糖菓子,Sugar Candy
ぐるぐるネジ巻き,Winding Key
お菓子のチェスト,Sweet Chest
さざなみのしずく,Rippledrops
おうごんのかけら,Gold Nuglet
じゅうたんソファ,Carpet Sofa
すずらんのゆかた,Lily Yukata
しぐさ書・ヨッ！,Emote "Yo!"
いまどんな？設定,Status Icon
まわりにチャット,Nearby Chat
どくどくバルーン,Toxic Loon
ちゃばしらこぞう,Tea Candle
らくらくスコップ,E-Z Shovel
あやしいかげ・強,Vicious Shade
つかれきったサメ,Lazy Larry
きんのネックレス,Gold Chain
うさぎのおまもり,Bunny Tail
とこなつハッピ上,Summer Top
さすらいのぼうし,Errant Hat
ぽかぽかマフラー,Warm Scarf
お菓子のオーブン,Sweet Oven
ぶたさんの貯金箱,Piggy Bank
おおとろの切り身,Tuna Belly
ふわふわベビタン,Fluffy Imp
やいばのぼうぎょ,Pincushion
さらりとした樹液,Smooth Sap
しぐさリスト選択,Emote List
つんつくカージェ,Bluecumber
さまようたましい,Lost Soul
ごうけつのけがわ,Ursa Minor Fur
しましまキャット,Candy Cat
ばくだんサーカス,Pantomine
こあくまのナイフ,Imp Knife
たいようのおうぎ,Solar Fan
かぜのブーメラン,Gusterang
はくあいのゆびわ,Care Ring
ようがんのカケラ,Lava Lump
ようせいのひだね,Lamplight
たいようのおどり,Sun Dance
おうち用川のラグ,River Rug
くらやみハーピー,Succubat
ぶっちズキーニャ,Zumeanie
まんじゅシャモン,Shamanju
びっくりボックス,Trap Box
おもちゃのテント,Toy Tent
ふしぎなドロドロ,Odd Clod
じゃんけんチョキ,Scissors
へんげのステッキ,Mod Rod
やつざきアニマル,Bullion
どこかのバスタブ,Bathtub
ついてクンマット,Pet Mat
しんごんのじゅず,Rosary
なかまモンスター,fellow monster
りゅうおうの背景,Dragonlord Background
たこやきプリズム,Takoyaki Prism
いにしえの廃棄物,Ancient Waste
しぐさ書・ギフト,Emote "Gift"
ふわふわコウリン,Fluffy Kourin
りゅうおうソード,Dragonlord Sword
りゅうおうワンド,Dragonlord Wand
りゅうおうクロー,Dragonlord Claw
りゅうおうエッジ,Dragonlord Edge
しぐさ書・天灯青,Emote "Blue Lantern"
しぐさ書・天灯緑,Emote "Green Lantern"
しぐさ書・天灯桃,Emote "Pink Lantern"
おシャケなポーチ,Fishionable Pouch
しぐさ書・天灯黄,Emote "Yellow Lantern"
しぐさ書・天灯白,Emote "White Lantern"
ふわふわホホジロ,Fluffy Shark
おしゃれカタログ,Fashion Catalog
ぐんたいガニ・祖,Ancestor Crabid
もみじこぞう・祖,Ancestor Leafy Larrikin
どくやずきん・祖,Ancestor Bodkin Fletcher
おばけキノコ・祖,Ancestor Funghoul
ひとくいばこ・祖,Ancestor Cannibox
たまねぎスライム,Onion Slime
たちきりブラザー,Bigger Buzzbee
たちきりエリート,Buzzbeelite
ふわふわモーグリ,Fluffy Moogle
にじいろの色鉛筆,Rainbow Colored Pencil
あぶない水着下,Dangerous Midriff Wrap
ゆりかごの末裔,Descendants of the Cradle
くしざし拷問室,Impaling Torture Chamber
げんぶの道着下,Black Turtle Pants
あぶない水着上,Dangerous Bikini Top
くノ一の装束下,Kunoichi Costume Bottom
お姫様本棚・桃,Pink Princess Bookshelf
くらげドレス下,Jellyfish Dress Bottom
こぼれ桜の番傘,Cherry Paper Umbrella
げんぶの道着上,Black Turtle Dogi
さくらのゆかた,Cherry Blossom Yukata
おもてなしの畳,Hospitality Straw Mat
ふわふわフラフ,Fluffy Fluff
みがけば光る！,Shines When Polished!
ある女医の秘密,Woman Doctor's Secret
ふくびき券の束,Lottery Ticket Bundle
お菓子の自販機,Candy Vending Machine
いやしの雪中花,Soothing Snow Flower
よろず屋コテツ,General Shop Kotetsu
ふしぎな豆の本,Mysterious Beans Book
くれないザクロ,Deep Red Pomegranate
やすらぎの音叉,Tuning Fork of Peace
あやかしの魔弓,Magic Apparition Bow
みかわしの服下,Evasion Cloak Bottom
まごころの薬箱,Sincerity Medicine Box
くノ一の装束上,Kunoichi Costume Top
うろこ模様の柱,Scale Pattern Pillar
みやびな笹飾り,Elegant Bamboo Decor
くさび模様の柱,Wedge Pattern Pillar
さくらの花びら,Cherry Blossom Petal
はじけろ呪印！,Curse's Broken Seal!
おばけ暖炉の壁,Ghost Fireplace Wall
まんぷく丸の像,Riceball Baby Statue
お花の天井飾り,Flower Ceiling Decor
なげきの妖剣士,Swordmaster's Sorrow
あの日の思い出,Memories of That Day
きのこ村のくつ,Shroom Village Shoes
よろず屋マカロ,General Shop Macaro
まとめ屋タバネ,Summary Shop Tabane
よろず屋ロココ,General Shop Rococo
よろず屋ガムリ,General Shop Gamuri
きょだいまじん,Giga Stone Guardian
まどろみの回廊,Corridor of Slumber
ふくまねきの杖,Fortune Weaver Cane
べっこうメガネ,Tortoiseshell Specs
かたりべの服上,Storyteller's Shirt
きじゅつしの服,Illusionist's Shirt
まもの使いの服,Monster Master Suit
げんぶのかぶと,Black Turtle Helmet
くろがねのこて,Darksteel Gauntlets
しんこうのたね,Seed of Therapeusis
お知らせ優待券,Notification Coupon
やみしばりの書,Hellbound Horror Book
まもの導師の服,Monster Guru's Vest
あやしいタンス,Suspicious Wardrobe
あやしい食器棚,Suspicious Cupboard
お姫様イス・桃,Pink Princess Chair
みやびな飾り皿,Elegant Decor Plate
おもちのせ七輪,Rice Cakes on Grill
じょうぶな金具,Heavy Duty Fittings
げんぶの巻き物,Black Turtle Scroll
たてまじん戦記,Peekabogre War Book
だいだいの花束,Sour Orange Bouquet
なりきり操舵輪,Ship Steering Wheel
まちかど掲示板,Town Bulletin Board
あやかしの調べ,Ghost Investigation
どうぐ使い誕生,Item Master's Birth
よみがえる王国,The Kingdom Revived
かばん職人の道,Bag Craftsman's Way
いにしえの呪文,Ancient Incantation
たまに２回攻撃,Rarely Attack Twice
みちくさ冒険中,Dawdle on Adventure
くらげドレス上,Jellyfish Dress Top
しぐさ書・座礼,Emote "Sit and Bow"
よろず屋ゼクバ,General Shop Zekuba
よろず屋バレイ,General Shop Barei
よろず屋バメア,General Shop Vamea
ふしぎな三面鏡,Three-Sided Mirror
すばらしい堆肥,Magnificent Manure
おむかえデスよ,Sedeathtives
じごくのハサミ,Crabber Dabber Doo
しのどれい・強,Vicious Dead Resident
せんりつザクロ,Pomegranate Horror
はぐれジュエル,Liquid Jewel Slime
よろこびの音叉,Tuning Fork of Joy
ほほの傷シール,Cheek Scar Sticker
ひまわりピアス,Sunflower Earrings
かたりべの服下,Storyteller's Kilt
お祭りの半だこ,Festival Half-Dako
けんぽうの腕帯,Tussler's Armbands
うつしよの銀箱,Worldly Silver Box
うつしよの銅箱,Worldly Copper Box
うつしよの竜箱,Worldly Dragon Box
ねこまどうの書,Meowgician Book
うろこ模様の壁,Scale Pattern Wall
きれいな肖像画,Beautiful Portrait
おもちゃの岩山,Toy Mountain
くさび模様の壁,Wedge Pattern Wall
あさぎガーベラ,Light Blue Gerbera
しんかのひせき,Agate of Evolution
もふ猫カプセル,Soft Cat Toy
おにびの像・庭,Will-O' Statue (G)
すずらんの提灯,Lily Paper Lantern
お月サマーの像,Summer Moon Statue
ちょびヒゲの箱,Small Mustache Box
いにしえの皇子,The Ancient Prince
しゅくふくの杖,Staff of Salvation
とこしえの神殿,Temple of Eternity
こんぶ香る粘液,Kelp-scented Mucus
うぐいすダリア,Green-Brown Dahlia
よろず屋サフィ,General Shop Safi
しらゆきバター,White Snow Butter
れんごくの羽毛,Purgatory Plumage
まほうの火の粉,Magic Fire Powder
しろバラのきし,White Rose Knight
きりさきピエロ,Prickly Prankster
じめじめバブル,Dank Bubble Slime
とこしえの氷原,Eternal Ice Field
せいどうの大剣,Bronze Greatsword
どくがのナイフ,Poison Moth Knife
はやぶさの剣改,Uber Falcon Blade
お花見だんご傘,Dumpling Umbrella
しゅうれんぎ上,Training Tank Top
みかわしの服上,Evasion Cloak Top
どうぐ使いの服,Item Master Shirt
てつのよろい下,Iron Armor Bottom
はぐメタコイン,Liquid Metal Coin
ふわふわバニー,Fluffy Bunny Girl
お名前忘れん帽,Unknown Names Cap
やいばの燐光盾,Phosphorus Shield
あおレンガの柱,Blue Brick Pillar
ねこまどうの像,Meowgician Statue
おおきづちの像,Hammerhood Statue
ひかりの杖の本,Bright Staff Book
すごろく旅芸人,Sugoroku Minstrel
ふわふわリーナ,Fluffy Sanguilina
さまよえる怪物,Wandering Monster
ふたりの逃亡者,The Two Fugitives
さらなる高みへ,To a Higher Level
おたからさがし,Nose for Treasure
こげちゃダリア,Dark Brown Dahlia
いにしえの金貨,Ancient Gold Coin
お面屋ジョハリ,Mask Shop Johari
じんめんツリー,Tis' The Treeson
いたずらもぐら,Mischievous Mole
おばけ大キノコ,Haunted Funghoul
しりょうのきし,Skeleton Soldier
しにがみのきし,Knight Abhorrent
あかつきの神兵,Daybreak Soldier
とこしえの巨兵,Eternal Gigantes
こけむしルドン,Derelect Dragoon
はがねのつるぎ,Steel Broadsword
にくきゅうの杖,Pawmaturge Staff
ふちなしメガネ,Borderless Specs
おふだのシール,Talisman Sticker
きぬのローブ下,Silk Robe Bottom
せいどうのこて,Bronze Gauntlets
てつのすねあて,Iron Shin Guards
さとりのブーツ,Boots of Clarity
お祭りのぞうり,Festival Sandals
きようさのたね,Seed of Deftness
うつしよの金箱,Worldly Gold Box
いちごの便せん,Strawberry Paper
みちびきの香水,Guidance Perfume
うつしよの闇箱,Worldly Dark Box
こあくまのツノ,Lil' Devil Horns
おうじょのあい,Princess' Pledge
あやしい長イス,Suspicious Bench
あやしい飾り棚,Suspicious Shelf
おもいで映写機,Memory Projector
お正月のコタツ,New Year Kotatsu
かき氷テーブル,Shaved Ice Table
うるし塗りの柱,Lacquered Pillar
あずきガーベラ,Red Bean Gerbera
まじゅうのホネ,Magic Beast Bone
まじゅうのツノ,Magic Beast Horn
ねがいのかがみ,Mirror of Wishes
きなこづちの像,Honeyhood Statue
しらあいダリア,Pale Cyan Dahlia
しゅいろダリア,Vermilion Dahlia
ふわふわキッズ,Fluffy Small Fry
ひかりのローブ,Shimmering Dress
ひかりのブーツ,Shimmering Boots
うつしよの極箱,Very Worldly Box
うめねずダリア,Pale Plum Dahlia
しっこくダリア,Jet Black Dahlia
おめでたこ焼き,Octopus Dumpling
むずかしい注文,Difficult Orders
ふしぎなブーツ,Mysterious Boots
ふわふわクラゲ,Fluffy Jellyfish
くらげグローブ,Jellyfish Gloves
のうこんダリア,Deep Blue Dahlia
きらきらした本,Glittering Book
ひとくいドール,Man-Eating Doll
まもりのローブ,Safety Robe
さわやかソーダ,Refreshing Soda
いにしえの赤油,Ancient Red Oil
ぼろぼろの手記,Tattered Memoir
じょうぶなヒゲ,Strong Mustache
ねこまどう・強,Vicious Meowgician
おおきづち・強,Vicious Hammerhood
さまようよろい,Restless Armour
じごくのよろい,Infernal Armour
よろいのきしⅡ,Knight Errant Ⅱ
よろいのきしⅠ,Knight Errant Ⅰ
よろいのきしⅢ,Knight Errant Ⅲ
たてまじん・強,Vicious Peekabogre
その他のばしょ,Other Locations
さびれたほこら,Deserted Shrine
おやぶんの大盾,Big Boss Shield
いなずまのやり,Lightning Lance
おにのかなぼう,Marauder's Maul
さとりのころも,Robe of Clarity
おしゃれな水着,Snazzy Swimsuit
ぎんのはちがね,Silver Headband
ぬすっとタイツ,Robber's Tights
けんぽうの脚帯,Tussler's Boots
しぐさ書・風船,Emote "Balloon"
お招きのつばさ,Invitation Wing
すばやさのたね,Seed of Agility
まりょくのたね,Seed of Sorcery
うつしよの天箱,Worldly Sky Box
しぐさ書・爆発,Emote "Explode"
しぐさ書・花束,Emote "Bouquet"
ひまわりのタネ,Sunflower Seeds
きれいめリップ,Pretty Lip Balm
あやしい流し台,Suspicious Sink
あおレンガの壁,Blue Brick Wall
おもちゃの草原,Toy Grass Field
あくま神官の像,Wrecktor Statue
まき割りセット,Wood Chopping Set
おどる宝石の像,Goodybag Statue
ばくだん岩の像,Rockbomb Statue
しずくモビール,Raindrop Mobile
しんせんたまご,Free-Range Eggs
さえずりのみつ,Birdsong Nectar
あまつゆのいと,Celestial Skein
なないろのまゆ,Colorful Cocoon
せいれいの金具,Spirit Fittings
ぽーちゃんの像,Por-chan Statue
ふじいろダリア,Wisteris Dahlia
ゆうらくレンゲ,Amusement Lotus
なげきのモリス,Grieving Morris
なげきのギギロ,Grieving Gigiro
わがままルシル,Selfish Lucille
それが気がかり,That's Worrying
むげんのさとり,Infinite Wisdom
どうぐ範囲化術,Item Range Tech
いてつくはどう,Disruptive Wave
つきかげの広場,Moonlight Plaza
いらすとや印章,Irasutoya Stamp
ひざをついた像,Kneeling Statue
ふ化ふ化な衣装,Hatching Outfit
はくばのおうじ,Prince Harming
きらめきインク,Glittering Ink
さざなみの貴石,Rippling Stone
ゆうわくエキス,Luring Extract
いにしえの石版,Ancient Tablet
ぼろぼろの日記,Tattered Diary
おおぞらの貴石,Blue Sky Stone
こうていタップ,Emperor Tapper
おにこぞう・強,Vicious Pickayune
れんごくの番兵,Lingering Ogre
わかめ王子・強,Vicious King Kelp
どデカニードル,Giga Needleman
みがわりドール,Scapegoat Doll
たんすミミック,Wardrobe Mimic
おにびドングリ,Leafy Lampling
とっしんアマモ,Anguillalalala
もどりのつばさ,Wing of Return
こもれびの広場,Sunbeam Square
あかつきの海岸,Daybreak Coast
へびがわのムチ,Snakeskin Whip
まんげつリング,Full Moon Ring
ぐるぐるメガネ,Safety Goggles
ひきよせのすず,Beckoning Bell
てつのよろい上,Iron Armor Top
ぎんのむねあて,Silver Cuirass
あらくれボディ,Thug's Harness
まもりのぼうし,Safety Cap
くすしのぼうし,Apothecary Hat
しゅうれんぎ下,Training Pants
さすらいのこて,Errant Bracers
まどうしのくつ,Wizard's Shoes
ぬすっとのくつ,Robber's Shoes
せかいじゅの葉,Yggdrasil Leaf
ふくびき補助券,Lottery Coupon
ばくだん岩召喚,Rockbomb Summon
お祭りのハッピ,Festival Happi
ぴちぴちカジキ,Striped Marlin
きりさきダガー,Prickly Dagger
あやしいベッド,Suspicious Bed
お菓子のタンス,Sweet Wardrobe
お菓子の食器棚,Sweet Cupboard
お茶屋のベンチ,Teahouse Bench
うるし塗りの壁,Lacquered Wall
だるまストーブ,Potbelly Stove
こくうまソース,Barbecue Sauce
かぜきりのはね,Flurry Feather
うつくしい材木,Beautiful Wood
だんごプリズム,Dumpling Prism
まっちゃの花束,Matcha Bouquet
いっぱつのくつ,One Shot Shoes
かっこいい玉座,Stylish Throne
たそがれマリク,Twilight Malik
たそがれクレド,Twilight Credo
なげきのパリス,Grieving Paris
なげきのロラン,Grieving Loran
